,participantId,format,duration_sec,task,confidence,difficulty
338,66049694dfb8828a8f3dce70,yaml,8.687,modifying-task-tabular-2,6,6
339,66049694dfb8828a8f3dce70,yaml,7.92,modifying-task-tabular-3,5,4
340,66049694dfb8828a8f3dce70,yaml,6.89,modifying-task-tabular-4,4,5
341,67ab214c2cde1be7c45535ac,jsonc,6.264,writing-task-NL,7,1
342,67ab214c2cde1be7c45535ac,jsonc,10.661,reading-task-tabular-1,3,2
343,67ab214c2cde1be7c45535ac,jsonc,4.823,reading-task-tabular-2,5,1
344,67ab214c2cde1be7c45535ac,jsonc,5.911,reading-task-tabular-3,7,1
345,67ab214c2cde1be7c45535ac,jsonc,6.806,reading-task-tabular-4,5,2
346,67ab214c2cde1be7c45535ac,jsonc,6.077,reading-task-tabular-5,6,1
347,67ab214c2cde1be7c45535ac,jsonc,7.389,writing-task-tabular,1,7
348,67ab214c2cde1be7c45535ac,jsonc,5.858,modifying-task-tabular-1,3,4
349,67ab214c2cde1be7c45535ac,jsonc,10.569,modifying-task-tabular-2,5,4
350,67ab214c2cde1be7c45535ac,jsonc,29.994,modifying-task-tabular-3,2,2
351,67ab214c2cde1be7c45535ac,jsonc,7.799,modifying-task-tabular-4,4,4
352,607728dc0b4f8590b94ae57c,jsonc,6.084,writing-task-NL,7,1
353,607728dc0b4f8590b94ae57c,jsonc,3.975,reading-task-tabular-1,6,1
354,607728dc0b4f8590b94ae57c,jsonc,4.612,reading-task-tabular-2,6,2
355,607728dc0b4f8590b94ae57c,jsonc,3.531,reading-task-tabular-3,7,1
356,607728dc0b4f8590b94ae57c,jsonc,2.769,reading-task-tabular-4,7,1
357,607728dc0b4f8590b94ae57c,jsonc,2.601,reading-task-tabular-5,7,1
358,607728dc0b4f8590b94ae57c,jsonc,4.961,writing-task-tabular,4,5
359,607728dc0b4f8590b94ae57c,jsonc,4.258,modifying-task-tabular-1,6,2
360,607728dc0b4f8590b94ae57c,jsonc,2.432,modifying-task-tabular-2,7,1
361,607728dc0b4f8590b94ae57c,jsonc,2.668,modifying-task-tabular-3,7,1
362,607728dc0b4f8590b94ae57c,jsonc,4.341,modifying-task-tabular-4,3,5
363,667c18ace97ab6869cb1c50e,hjson,5.396,writing-task-NL,7,1
364,667c18ace97ab6869cb1c50e,hjson,3.962,reading-task-tabular-1,6,1
365,667c18ace97ab6869cb1c50e,hjson,5.421,reading-task-tabular-2,5,3
366,667c18ace97ab6869cb1c50e,hjson,3.362,reading-task-tabular-3,6,2
367,667c18ace97ab6869cb1c50e,hjson,2.896,reading-task-tabular-4,7,1
368,667c18ace97ab6869cb1c50e,hjson,7.046,reading-task-tabular-5,7,3
369,667c18ace97ab6869cb1c50e,hjson,6.269,writing-task-tabular,1,7
370,667c18ace97ab6869cb1c50e,hjson,5.257,modifying-task-tabular-1,5,3
371,667c18ace97ab6869cb1c50e,hjson,4.228,modifying-task-tabular-2,6,2
372,667c18ace97ab6869cb1c50e,hjson,3.407,modifying-task-tabular-3,6,3
373,667c18ace97ab6869cb1c50e,hjson,3.043,modifying-task-tabular-4,5,4
374,667ac09492ea0caadf488520,json,9.318,writing-task-NL,7,1
375,667ac09492ea0caadf488520,json,9.326,reading-task-tabular-1,5,3
376,667ac09492ea0caadf488520,json,13.066,reading-task-tabular-2,2,6
377,667ac09492ea0caadf488520,json,6.564,reading-task-tabular-3,4,4
378,667ac09492ea0caadf488520,json,12.363,reading-task-tabular-4,6,2
379,667ac09492ea0caadf488520,json,5.972,reading-task-tabular-5,4,4
380,667ac09492ea0caadf488520,json,8.588,writing-task-tabular,1,7
381,667ac09492ea0caadf488520,json,8.203,modifying-task-tabular-1,2,7
382,667ac09492ea0caadf488520,json,7.836,modifying-task-tabular-2,7,1
383,667ac09492ea0caadf488520,json,6.93,modifying-task-tabular-3,5,1
384,667ac09492ea0caadf488520,json,6.562,modifying-task-tabular-4,4,4
385,6740ae39809389d7da9de209,xml,16.598,writing-task-NL,6,3
386,6740ae39809389d7da9de209,xml,13.229,reading-task-tabular-1,5,5
387,6740ae39809389d7da9de209,xml,5.26,reading-task-tabular-2,6,5
388,6740ae39809389d7da9de209,xml,6.626,reading-task-tabular-3,5,6
389,6740ae39809389d7da9de209,xml,6.48,reading-task-tabular-4,7,5
390,6740ae39809389d7da9de209,xml,7.729,reading-task-tabular-5,5,5
391,6740ae39809389d7da9de209,xml,6.65,writing-task-tabular,5,7
392,6740ae39809389d7da9de209,xml,7.044,modifying-task-tabular-1,5,6
393,6740ae39809389d7da9de209,xml,7.446,modifying-task-tabular-2,6,4
394,6740ae39809389d7da9de209,xml,13.375,modifying-task-tabular-3,4,7
395,6740ae39809389d7da9de209,xml,6.995,modifying-task-tabular-4,1,7
396,67c246023b44ca64d40ae45a,json5,16.072,writing-task-NL,3,4
397,67c246023b44ca64d40ae45a,json5,13.706,reading-task-tabular-1,2,7
398,67c246023b44ca64d40ae45a,json5,4.567,reading-task-tabular-2,2,4
399,67c246023b44ca64d40ae45a,json5,7.451,reading-task-tabular-3,1,6
400,67c246023b44ca64d40ae45a,json5,5.34,reading-task-tabular-4,7,1
401,67c246023b44ca64d40ae45a,json5,6.6,reading-task-tabular-5,1,1
402,67c246023b44ca64d40ae45a,json5,7.561,writing-task-tabular,2,5
403,67c246023b44ca64d40ae45a,json5,6.329,modifying-task-tabular-1,1,7
404,67c246023b44ca64d40ae45a,json5,6.262,modifying-task-tabular-2,3,1
405,67c246023b44ca64d40ae45a,json5,4.581,modifying-task-tabular-3,7,1
406,67c246023b44ca64d40ae45a,json5,4.699,modifying-task-tabular-4,1,1
407,67debe02a893eea51e8d02f2,json,7.937,writing-task-NL,6,1
408,67debe02a893eea51e8d02f2,json,9.823,reading-task-tabular-1,4,5
409,67debe02a893eea51e8d02f2,json,7.315,reading-task-tabular-2,6,2
410,67debe02a893eea51e8d02f2,json,5.473,reading-task-tabular-3,7,2
411,67debe02a893eea51e8d02f2,json,7.114,reading-task-tabular-4,7,1
412,67debe02a893eea51e8d02f2,json,14.397,reading-task-tabular-5,6,1
413,67debe02a893eea51e8d02f2,json,7.712,writing-task-tabular,1,6
414,67debe02a893eea51e8d02f2,json,7.632,modifying-task-tabular-1,3,4
415,67debe02a893eea51e8d02f2,json,6.226,modifying-task-tabular-2,2,3
416,67debe02a893eea51e8d02f2,json,5.297,modifying-task-tabular-3,1,7
417,67debe02a893eea51e8d02f2,json,20.477,modifying-task-tabular-4,1,2
418,673d0377254c407e5da57f97,toml,6.944,writing-task-NL,7,2
419,673d0377254c407e5da57f97,toml,7.402,reading-task-tabular-1,6,4
420,673d0377254c407e5da57f97,toml,7.898,reading-task-tabular-2,6,3
421,673d0377254c407e5da57f97,toml,8.831,reading-task-tabular-3,5,4
422,673d0377254c407e5da57f97,toml,7.318,reading-task-tabular-4,7,2
423,673d0377254c407e5da57f97,toml,6.711,reading-task-tabular-5,7,4
424,673d0377254c407e5da57f97,toml,4.75,writing-task-tabular,7,3
425,673d0377254c407e5da57f97,toml,4.365,modifying-task-tabular-1,6,2
426,673d0377254c407e5da57f97,toml,4.139,modifying-task-tabular-2,6,2
427,673d0377254c407e5da57f97,toml,3.951,modifying-task-tabular-3,7,1
428,673d0377254c407e5da57f97,toml,3.551,modifying-task-tabular-4,6,2
429,62fd14d7b1e0729dc8aadb79,xml,4.817,writing-task-NL,7,1
430,62fd14d7b1e0729dc8aadb79,xml,4.174,reading-task-tabular-1,7,1
431,62fd14d7b1e0729dc8aadb79,xml,3.084,reading-task-tabular-2,7,1
432,62fd14d7b1e0729dc8aadb79,xml,3.019,reading-task-tabular-3,7,1
433,62fd14d7b1e0729dc8aadb79,xml,3.533,reading-task-tabular-4,7,1
434,62fd14d7b1e0729dc8aadb79,xml,3.022,reading-task-tabular-5,7,1
435,62fd14d7b1e0729dc8aadb79,xml,7.734,writing-task-tabular,3,5
436,62fd14d7b1e0729dc8aadb79,xml,6.385,modifying-task-tabular-1,7,1
437,62fd14d7b1e0729dc8aadb79,xml,4.184,modifying-task-tabular-2,7,1
438,62fd14d7b1e0729dc8aadb79,xml,4.431,modifying-task-tabular-3,7,1
439,62fd14d7b1e0729dc8aadb79,xml,4.5,modifying-task-tabular-4,3,4
440,5dafea4de40355001651fa2f,jsonc,12.061,writing-task-NL,6,4
441,5dafea4de40355001651fa2f,jsonc,8.277,reading-task-tabular-1,5,6
442,5dafea4de40355001651fa2f,jsonc,8.882,reading-task-tabular-2,5,4
443,5dafea4de40355001651fa2f,jsonc,17.636,reading-task-tabular-3,3,5
444,5dafea4de40355001651fa2f,jsonc,5.453,reading-task-tabular-4,5,3
445,5dafea4de40355001651fa2f,jsonc,8.115,reading-task-tabular-5,2,6
446,5dafea4de40355001651fa2f,jsonc,6.642,writing-task-tabular,1,7
447,5dafea4de40355001651fa2f,jsonc,5.545,modifying-task-tabular-1,2,6
448,5dafea4de40355001651fa2f,jsonc,5.142,modifying-task-tabular-2,1,6
449,5dafea4de40355001651fa2f,jsonc,5.004,modifying-task-tabular-3,5,2
450,5dafea4de40355001651fa2f,jsonc,5.343,modifying-task-tabular-4,1,6
451,6787e4bd2bf9557a90208f03,yaml,16.359,writing-task-NL,2,2
452,6787e4bd2bf9557a90208f03,yaml,15.221,reading-task-tabular-1,5,4
453,6787e4bd2bf9557a90208f03,yaml,7.889,reading-task-tabular-2,4,4
454,6787e4bd2bf9557a90208f03,yaml,5.411,reading-task-tabular-3,4,4
455,6787e4bd2bf9557a90208f03,yaml,7.742,reading-task-tabular-4,6,2
456,6787e4bd2bf9557a90208f03,yaml,8.803,reading-task-tabular-5,3,5
457,6787e4bd2bf9557a90208f03,yaml,8.349,writing-task-tabular,5,5
458,6787e4bd2bf9557a90208f03,yaml,10.421,modifying-task-tabular-1,1,7
459,6787e4bd2bf9557a90208f03,yaml,9.758,modifying-task-tabular-2,4,5
460,6787e4bd2bf9557a90208f03,yaml,8.339,modifying-task-tabular-3,5,3
461,6787e4bd2bf9557a90208f03,yaml,8.606,modifying-task-tabular-4,4,4
462,5e8a5a892f6f027054a83d88,toml,7.668,writing-task-NL,7,1
463,5e8a5a892f6f027054a83d88,toml,4.726,reading-task-tabular-1,7,1
464,5e8a5a892f6f027054a83d88,toml,3.981,reading-task-tabular-2,7,1
465,5e8a5a892f6f027054a83d88,toml,2.933,reading-task-tabular-3,7,1
466,5e8a5a892f6f027054a83d88,toml,2.66,reading-task-tabular-4,7,1
467,5e8a5a892f6f027054a83d88,toml,3.947,reading-task-tabular-5,7,1
468,5e8a5a892f6f027054a83d88,toml,5.925,writing-task-tabular,6,3
469,5e8a5a892f6f027054a83d88,toml,4.769,modifying-task-tabular-1,4,1
470,5e8a5a892f6f027054a83d88,toml,2.93,modifying-task-tabular-2,7,1
471,5e8a5a892f6f027054a83d88,toml,2.768,modifying-task-tabular-3,4,1
472,5e8a5a892f6f027054a83d88,toml,5.314,modifying-task-tabular-4,1,5
473,67e4920c40c9561040ca01d0,xml,21.087,writing-task-NL,7,2
474,67e4920c40c9561040ca01d0,xml,11.467,reading-task-tabular-1,5,3
475,67e4920c40c9561040ca01d0,xml,8.177,reading-task-tabular-2,5,3
476,67e4920c40c9561040ca01d0,xml,12.552,reading-task-tabular-3,5,4
477,67e4920c40c9561040ca01d0,xml,6.261,reading-task-tabular-4,6,2
478,67e4920c40c9561040ca01d0,xml,5.399,reading-task-tabular-5,6,2
479,67e4920c40c9561040ca01d0,xml,9.428,writing-task-tabular,6,6
480,67e4920c40c9561040ca01d0,xml,14.868,modifying-task-tabular-1,1,7
481,67e4920c40c9561040ca01d0,xml,10.714,modifying-task-tabular-2,1,7
482,67e4920c40c9561040ca01d0,xml,7.196,modifying-task-tabular-3,6,2
483,67e4920c40c9561040ca01d0,xml,8.36,modifying-task-tabular-4,5,5
484,615200d54efc832849db2259,json,62.713,writing-task-NL,7,1
485,615200d54efc832849db2259,json,27.397,reading-task-tabular-1,6,2
486,615200d54efc832849db2259,json,8.279,reading-task-tabular-2,7,1
487,615200d54efc832849db2259,json,6.387,reading-task-tabular-3,5,3
488,615200d54efc832849db2259,json,4.723,reading-task-tabular-4,7,1
489,615200d54efc832849db2259,json,4.07,reading-task-tabular-5,7,1
490,615200d54efc832849db2259,json,16.363,writing-task-tabular,3,6
491,615200d54efc832849db2259,json,6.009,modifying-task-tabular-1,3,5
492,615200d54efc832849db2259,json,9.689,modifying-task-tabular-2,5,3
493,615200d54efc832849db2259,json,7.851,modifying-task-tabular-3,6,2
494,615200d54efc832849db2259,json,7.329,modifying-task-tabular-4,4,5
495,67f184a3b82990251abd1592,yaml,7.513,writing-task-NL,7,1
496,67f184a3b82990251abd1592,yaml,9.288,reading-task-tabular-1,7,2
497,67f184a3b82990251abd1592,yaml,7.732,reading-task-tabular-2,6,2
498,67f184a3b82990251abd1592,yaml,11.121,reading-task-tabular-3,7,1
499,67f184a3b82990251abd1592,yaml,6.223,reading-task-tabular-4,7,1
500,67f184a3b82990251abd1592,yaml,6.86,reading-task-tabular-5,7,1
501,67f184a3b82990251abd1592,yaml,12.015,writing-task-tabular,4,4
502,67f184a3b82990251abd1592,yaml,6.905,modifying-task-tabular-1,6,5
503,67f184a3b82990251abd1592,yaml,7.04,modifying-task-tabular-2,7,1
504,67f184a3b82990251abd1592,yaml,7.798,modifying-task-tabular-3,5,1
505,67f184a3b82990251abd1592,yaml,6.773,modifying-task-tabular-4,5,6
506,67bf88cc763aae600b429a3e,toml,24.133,writing-task-NL,6,3
507,67bf88cc763aae600b429a3e,toml,10.131,reading-task-tabular-1,5,3
508,67bf88cc763aae600b429a3e,toml,14.578,reading-task-tabular-2,7,1
509,67bf88cc763aae600b429a3e,toml,5.41,reading-task-tabular-3,5,4
510,67bf88cc763aae600b429a3e,toml,4.95,reading-task-tabular-4,7,1
511,67bf88cc763aae600b429a3e,toml,5.309,reading-task-tabular-5,4,5
512,67bf88cc763aae600b429a3e,toml,5.331,writing-task-tabular,1,7
513,67bf88cc763aae600b429a3e,toml,9.991,modifying-task-tabular-1,2,7
514,67bf88cc763aae600b429a3e,toml,4.559,modifying-task-tabular-2,7,1
515,67bf88cc763aae600b429a3e,toml,5.967,modifying-task-tabular-3,7,1
516,67bf88cc763aae600b429a3e,toml,4.914,modifying-task-tabular-4,7,1
517,67a754a5c8614c52a939d87b,hjson,8.163,writing-task-NL,3,2
518,67a754a5c8614c52a939d87b,hjson,8.256,reading-task-tabular-1,3,2
519,67a754a5c8614c52a939d87b,hjson,6.33,reading-task-tabular-2,2,2
520,67a754a5c8614c52a939d87b,hjson,9.602,reading-task-tabular-3,3,2
521,67a754a5c8614c52a939d87b,hjson,4.82,reading-task-tabular-4,1,1
522,67a754a5c8614c52a939d87b,hjson,3.939,reading-task-tabular-5,1,1
523,67a754a5c8614c52a939d87b,hjson,5.484,writing-task-tabular,5,4
524,67a754a5c8614c52a939d87b,hjson,6.71,modifying-task-tabular-1,4,4
525,67a754a5c8614c52a939d87b,hjson,9.196,modifying-task-tabular-2,3,7
526,67a754a5c8614c52a939d87b,hjson,7.298,modifying-task-tabular-3,2,7
527,67a754a5c8614c52a939d87b,hjson,6.178,modifying-task-tabular-4,1,7
528,60fce3df91350150e2e88423,yaml,31.682,writing-task-NL,5,3
529,60fce3df91350150e2e88423,yaml,5.403,reading-task-tabular-1,7,1
530,60fce3df91350150e2e88423,yaml,5.969,reading-task-tabular-2,7,1
531,60fce3df91350150e2e88423,yaml,4.66,reading-task-tabular-3,6,1
532,60fce3df91350150e2e88423,yaml,5.076,reading-task-tabular-4,7,1
533,60fce3df91350150e2e88423,yaml,4.939,reading-task-tabular-5,6,1
534,60fce3df91350150e2e88423,yaml,6.146,writing-task-tabular,3,5
535,60fce3df91350150e2e88423,yaml,5.077,modifying-task-tabular-1,2,6
536,60fce3df91350150e2e88423,yaml,4.324,modifying-task-tabular-2,5,4
537,60fce3df91350150e2e88423,yaml,5.266,modifying-task-tabular-3,3,6
538,60fce3df91350150e2e88423,yaml,4.891,modifying-task-tabular-4,2,5
539,67d29234dbfdb6668d124115,yaml,8.36,writing-task-NL,6,3
540,67d29234dbfdb6668d124115,yaml,9.124,reading-task-tabular-1,6,4
541,67d29234dbfdb6668d124115,yaml,5.599,reading-task-tabular-2,6,4
542,67d29234dbfdb6668d124115,yaml,11.549,reading-task-tabular-3,4,5
543,67d29234dbfdb6668d124115,yaml,6.197,reading-task-tabular-4,6,3
544,67d29234dbfdb6668d124115,yaml,6.535,reading-task-tabular-5,2,6
545,67d29234dbfdb6668d124115,yaml,9.348,writing-task-tabular,2,6
546,67d29234dbfdb6668d124115,yaml,5.695,modifying-task-tabular-1,6,3
547,67d29234dbfdb6668d124115,yaml,8.396,modifying-task-tabular-2,4,4
548,67d29234dbfdb6668d124115,yaml,8.76,modifying-task-tabular-3,2,6
549,67d29234dbfdb6668d124115,yaml,5.132,modifying-task-tabular-4,1,7
550,65cf6d8a589a67afcab54e6f,hjson,9.547,writing-task-NL,7,1
551,65cf6d8a589a67afcab54e6f,hjson,5.191,reading-task-tabular-1,7,1
552,65cf6d8a589a67afcab54e6f,hjson,4.082,reading-task-tabular-2,7,1
553,65cf6d8a589a67afcab54e6f,hjson,3.738,reading-task-tabular-3,6,1
554,65cf6d8a589a67afcab54e6f,hjson,3.836,reading-task-tabular-4,7,1
555,65cf6d8a589a67afcab54e6f,hjson,2.655,reading-task-tabular-5,7,1
556,65cf6d8a589a67afcab54e6f,hjson,8.241,writing-task-tabular,7,1
557,65cf6d8a589a67afcab54e6f,hjson,2.853,modifying-task-tabular-1,7,1
558,65cf6d8a589a67afcab54e6f,hjson,2.581,modifying-task-tabular-2,7,1
559,65cf6d8a589a67afcab54e6f,hjson,4.104,modifying-task-tabular-3,7,1
560,65cf6d8a589a67afcab54e6f,hjson,5.987,modifying-task-tabular-4,7,1
561,672d98919cc177d28c204e76,json5,7.636,writing-task-NL,7,1
562,672d98919cc177d28c204e76,json5,12.94,reading-task-tabular-1,6,2
563,672d98919cc177d28c204e76,json5,11.535,reading-task-tabular-2,3,5
564,672d98919cc177d28c204e76,json5,6.173,reading-task-tabular-3,6,2
565,672d98919cc177d28c204e76,json5,4.667,reading-task-tabular-4,6,2
566,672d98919cc177d28c204e76,json5,5.287,reading-task-tabular-5,6,2
567,672d98919cc177d28c204e76,json5,8.999,writing-task-tabular,3,7
568,672d98919cc177d28c204e76,json5,8.184,modifying-task-tabular-1,5,2
569,672d98919cc177d28c204e76,json5,8.792,modifying-task-tabular-2,5,2
570,672d98919cc177d28c204e76,json5,8.06,modifying-task-tabular-3,5,3
571,672d98919cc177d28c204e76,json5,9.139,modifying-task-tabular-4,2,6
572,66b0d065329001a04e5ae671,json,11.901,writing-task-NL,6,2
573,66b0d065329001a04e5ae671,json,7.785,reading-task-tabular-1,7,1
574,66b0d065329001a04e5ae671,json,2.329,reading-task-tabular-2,7,1
575,66b0d065329001a04e5ae671,json,3.263,reading-task-tabular-3,6,2
576,66b0d065329001a04e5ae671,json,2.713,reading-task-tabular-4,7,1
577,66b0d065329001a04e5ae671,json,2.813,reading-task-tabular-5,5,2
578,66b0d065329001a04e5ae671,json,5.09,writing-task-tabular,4,4
579,66b0d065329001a04e5ae671,json,6.29,modifying-task-tabular-1,1,7
580,66b0d065329001a04e5ae671,json,2.808,modifying-task-tabular-2,7,1
581,66b0d065329001a04e5ae671,json,3.823,modifying-task-tabular-3,6,2
582,66b0d065329001a04e5ae671,json,2.954,modifying-task-tabular-4,4,3
583,67f1a4f8dd44e7cd5adffa29,json5,14.178,writing-task-NL,7,3
584,67f1a4f8dd44e7cd5adffa29,json5,11.909,reading-task-tabular-1,7,5
585,67f1a4f8dd44e7cd5adffa29,json5,10.143,reading-task-tabular-2,7,4
586,67f1a4f8dd44e7cd5adffa29,json5,5.571,reading-task-tabular-3,7,6
587,67f1a4f8dd44e7cd5adffa29,json5,5.934,reading-task-tabular-4,6,6
588,67f1a4f8dd44e7cd5adffa29,json5,9.323,reading-task-tabular-5,5,6
589,67f1a4f8dd44e7cd5adffa29,json5,10.803,writing-task-tabular,7,7
590,67f1a4f8dd44e7cd5adffa29,json5,8.894,modifying-task-tabular-1,7,7
591,67f1a4f8dd44e7cd5adffa29,json5,4.363,modifying-task-tabular-2,6,7
592,67f1a4f8dd44e7cd5adffa29,json5,4.675,modifying-task-tabular-3,7,7
593,67f1a4f8dd44e7cd5adffa29,json5,5.485,modifying-task-tabular-4,7,6
594,5e3b5fa9255e7a37bc841135,json,10.629,writing-task-NL,1,1
595,5e3b5fa9255e7a37bc841135,json,7.738,reading-task-tabular-1,7,1
596,5e3b5fa9255e7a37bc841135,json,7.053,reading-task-tabular-2,7,1
597,5e3b5fa9255e7a37bc841135,json,8.134,reading-task-tabular-3,7,1
598,5e3b5fa9255e7a37bc841135,json,5.242,reading-task-tabular-4,6,1
599,5e3b5fa9255e7a37bc841135,json,5.478,reading-task-tabular-5,7,1
600,5e3b5fa9255e7a37bc841135,json,11.634,writing-task-tabular,2,6
601,5e3b5fa9255e7a37bc841135,json,8.927,modifying-task-tabular-1,4,2
602,5e3b5fa9255e7a37bc841135,json,8.395,modifying-task-tabular-2,5,2
603,5e3b5fa9255e7a37bc841135,json,10.121,modifying-task-tabular-3,2,2
604,5e3b5fa9255e7a37bc841135,json,9.536,modifying-task-tabular-4,1,4
605,677c52fe648cd68583dd3b1e,xml,12.121,writing-task-NL,4,2
606,677c52fe648cd68583dd3b1e,xml,6.721,reading-task-tabular-1,4,2
607,677c52fe648cd68583dd3b1e,xml,7.972,reading-task-tabular-2,4,2
608,677c52fe648cd68583dd3b1e,xml,11.776,reading-task-tabular-3,3,5
609,677c52fe648cd68583dd3b1e,xml,6.414,reading-task-tabular-4,7,1
610,677c52fe648cd68583dd3b1e,xml,5.792,reading-task-tabular-5,7,1
611,677c52fe648cd68583dd3b1e,xml,5.98,writing-task-tabular,7,4
612,677c52fe648cd68583dd3b1e,xml,6.647,modifying-task-tabular-1,4,2
613,677c52fe648cd68583dd3b1e,xml,6.21,modifying-task-tabular-2,2,6
614,677c52fe648cd68583dd3b1e,xml,6.672,modifying-task-tabular-3,4,4
615,677c52fe648cd68583dd3b1e,xml,6.595,modifying-task-tabular-4,2,6
616,5d30dfa68b1523000134878f,json,7.79,writing-task-NL,7,1
617,5d30dfa68b1523000134878f,json,4.802,reading-task-tabular-1,7,1
618,5d30dfa68b1523000134878f,json,3.927,reading-task-tabular-2,7,1
619,5d30dfa68b1523000134878f,json,2.932,reading-task-tabular-3,7,1
620,5d30dfa68b1523000134878f,json,2.395,reading-task-tabular-4,7,1
621,5d30dfa68b1523000134878f,json,3.574,reading-task-tabular-5,7,1
622,5d30dfa68b1523000134878f,json,5.279,writing-task-tabular,5,4
623,5d30dfa68b1523000134878f,json,4.877,modifying-task-tabular-1,6,2
624,5d30dfa68b1523000134878f,json,2.665,modifying-task-tabular-2,7,1
625,5d30dfa68b1523000134878f,json,3.555,modifying-task-tabular-3,6,2
626,5d30dfa68b1523000134878f,json,5.875,modifying-task-tabular-4,5,4
627,671a519900a99ebc15a67672,yaml,12.766,writing-task-NL,6,3
628,671a519900a99ebc15a67672,yaml,14.323,reading-task-tabular-1,7,1
629,671a519900a99ebc15a67672,yaml,7.425,reading-task-tabular-2,3,4
630,671a519900a99ebc15a67672,yaml,8.345,reading-task-tabular-3,5,4
631,671a519900a99ebc15a67672,yaml,6.824,reading-task-tabular-4,7,7
632,671a519900a99ebc15a67672,yaml,12.808,reading-task-tabular-5,6,3
633,671a519900a99ebc15a67672,yaml,10.532,writing-task-tabular,6,3
634,671a519900a99ebc15a67672,yaml,10.294,modifying-task-tabular-1,7,1
635,671a519900a99ebc15a67672,yaml,7.752,modifying-task-tabular-2,5,1
636,671a519900a99ebc15a67672,yaml,12.146,modifying-task-tabular-3,4,5
637,671a519900a99ebc15a67672,yaml,13.142,modifying-task-tabular-4,4,6
638,672ca6c0324ac26cdc0dd298,json5,9.691,writing-task-NL,7,4
639,672ca6c0324ac26cdc0dd298,json5,8.694,reading-task-tabular-1,7,6
640,672ca6c0324ac26cdc0dd298,json5,10.359,reading-task-tabular-2,7,2
641,672ca6c0324ac26cdc0dd298,json5,9.736,reading-task-tabular-3,7,1
642,672ca6c0324ac26cdc0dd298,json5,9.718,reading-task-tabular-4,7,5
643,672ca6c0324ac26cdc0dd298,json5,5.249,reading-task-tabular-5,1,7
644,672ca6c0324ac26cdc0dd298,json5,7.962,writing-task-tabular,1,7
645,672ca6c0324ac26cdc0dd298,json5,8.19,modifying-task-tabular-1,7,5
646,672ca6c0324ac26cdc0dd298,json5,6.861,modifying-task-tabular-2,7,4
647,672ca6c0324ac26cdc0dd298,json5,5.88,modifying-task-tabular-3,7,1
648,672ca6c0324ac26cdc0dd298,json5,8.173,modifying-task-tabular-4,1,7
649,67d7fa657f5ac0292a291a38,hjson,9.391,writing-task-NL,7,1
650,67d7fa657f5ac0292a291a38,hjson,10.771,reading-task-tabular-1,7,1
651,67d7fa657f5ac0292a291a38,hjson,10.514,reading-task-tabular-2,7,1
652,67d7fa657f5ac0292a291a38,hjson,8.429,reading-task-tabular-3,7,1
653,67d7fa657f5ac0292a291a38,hjson,6.739,reading-task-tabular-4,7,1
654,67d7fa657f5ac0292a291a38,hjson,8.081,reading-task-tabular-5,7,1
655,67d7fa657f5ac0292a291a38,hjson,6.876,writing-task-tabular,7,4
656,67d7fa657f5ac0292a291a38,hjson,8.217,modifying-task-tabular-1,7,5
657,67d7fa657f5ac0292a291a38,hjson,6.777,modifying-task-tabular-2,7,3
658,67d7fa657f5ac0292a291a38,hjson,7.394,modifying-task-tabular-3,7,3
659,67d7fa657f5ac0292a291a38,hjson,6.743,modifying-task-tabular-4,7,5
660,677d185800ab83d1b0185d82,jsonc,14.526,writing-task-NL,6,2
661,677d185800ab83d1b0185d82,jsonc,11.39,reading-task-tabular-1,6,4
662,677d185800ab83d1b0185d82,jsonc,13.665,reading-task-tabular-2,4,4
663,677d185800ab83d1b0185d82,jsonc,9.615,reading-task-tabular-3,4,4
664,677d185800ab83d1b0185d82,jsonc,15.921,reading-task-tabular-4,5,3
665,677d185800ab83d1b0185d82,jsonc,10.835,reading-task-tabular-5,3,2
666,677d185800ab83d1b0185d82,jsonc,11.732,writing-task-tabular,3,7
667,677d185800ab83d1b0185d82,jsonc,9.457,modifying-task-tabular-1,5,6
668,677d185800ab83d1b0185d82,jsonc,19.625,modifying-task-tabular-2,2,7
669,677d185800ab83d1b0185d82,jsonc,18.952,modifying-task-tabular-3,4,5
670,677d185800ab83d1b0185d82,jsonc,9.207,modifying-task-tabular-4,6,4
671,5b68c9eb87af310001584803,json5,4.879,writing-task-NL,7,2
672,5b68c9eb87af310001584803,json5,4.582,reading-task-tabular-1,7,1
673,5b68c9eb87af310001584803,json5,5.199,reading-task-tabular-2,7,2
674,5b68c9eb87af310001584803,json5,7.797,reading-task-tabular-3,7,1
675,5b68c9eb87af310001584803,json5,4.724,reading-task-tabular-4,7,1
676,5b68c9eb87af310001584803,json5,4.708,reading-task-tabular-5,7,1
677,5b68c9eb87af310001584803,json5,4.697,writing-task-tabular,3,6
678,5b68c9eb87af310001584803,json5,4.904,modifying-task-tabular-1,6,3
679,5b68c9eb87af310001584803,json5,3.86,modifying-task-tabular-2,7,3
680,5b68c9eb87af310001584803,json5,4.379,modifying-task-tabular-3,7,1
681,5b68c9eb87af310001584803,json5,3.992,modifying-task-tabular-4,2,7
682,6784ff2095dd9b97e969b01f,jsonc,12.749,writing-task-NL,5,2
683,6784ff2095dd9b97e969b01f,jsonc,9.719,reading-task-tabular-1,6,1
684,6784ff2095dd9b97e969b01f,jsonc,5.307,reading-task-tabular-2,6,1
685,6784ff2095dd9b97e969b01f,jsonc,6.958,reading-task-tabular-3,5,2
