participantId,format,task,strict_parse,loose_parse
6672d878f68b9e349b56e871,toml,modifying-task-tabular-1,False,False
669b961e1c9cf30a26bb57d2,xml,modifying-task-tabular-4,False,False
673e43cc760355e9e4f042a3,json5,modifying-task-tabular-2,False,False
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-1,False,False
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-2,False,False
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-3,False,False
6787e4bd2bf9557a90208f03,yaml,modifying-task-tabular-2,False,False
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-1,False,False
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-2,False,False
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-3,False,False
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-4,False,False
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-2,False,False
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-3,False,False
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-4,False,False
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-3,False,False
67d7fa657f5ac0292a291a38,hjson,modifying-task-tabular-2,False,False
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-2,False,False
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-3,False,False
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-4,False,False
5b68c9eb87af310001584803,json5,modifying-task-tabular-4,False,False
67e17bac09359e09118892b4,json5,modifying-task-tabular-1,False,False
67e17bac09359e09118892b4,json5,modifying-task-tabular-2,False,False
67e17bac09359e09118892b4,json5,modifying-task-tabular-3,False,False
66781db404eab5e142f849d9,jsonc,modifying-task-tabular-3,False,False
65be552ceed6a0595fa1feb5,json,modifying-task-tabular-2,False,False
67e12acb51605ac16c227598,jsonc,modifying-task-tabular-2,False,False
67e12acb51605ac16c227598,jsonc,modifying-task-tabular-4,False,False
67d548b5aa5737666a77a6d2,json5,modifying-task-tabular-4,False,False
67ab57e88fd0774428bd1f32,xml,modifying-task-tabular-1,False,False
67ab57e88fd0774428bd1f32,xml,modifying-task-tabular-2,False,False
667983594f7d5d70a78c6e5a,json,modifying-task-tabular-1,False,False
667983594f7d5d70a78c6e5a,json,modifying-task-tabular-2,False,False
6787d648d7b1963c661f9443,json5,modifying-task-tabular-2,False,False
6787d648d7b1963c661f9443,json5,modifying-task-tabular-4,False,False
66a662a0a709312db9de01f2,jsonc,modifying-task-tabular-1,False,False
66a662a0a709312db9de01f2,jsonc,modifying-task-tabular-2,False,False
67ab650c320eccf6141d4010,jsonc,modifying-task-tabular-3,False,False
